185.202.1.196 - - [12/Mar/2020:06:56:58 +0000] "\x03" 400 0 "-" "-"
144.172.152.78 - - [13/Mar/2020:04:57:41 +0000] "GET /images/logo/fb.png HTTP/1.1" 200 20560 "https://www.kikicode.club/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:57:41 +0000] "GET /images/logo/caf%C3%A9.png HTTP/1.1" 200 8815 "https://www.kikicode.club/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:57:41 +0000] "GET /images/logo/kikicode.png HTTP/1.1" 200 83445 "https://www.kikicode.club/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:57:41 +0000] "GET /videos/home_bg.mov HTTP/1.1" 206 2536299 "https://www.kikicode.club/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:57:41 +0000] "GET /videos/home_bg.mov HTTP/1.1" 206 20169 "https://www.kikicode.club/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:57:41 +0000] "GET /fonts/Flat-it%20-%20Calling%20Code%20Regular.otf HTTP/1.1" 200 43267 "https://www.kikicode.club/css/fonts.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:57:41 +0000] "GET /favicon.ico HTTP/1.1" 200 5014 "https://www.kikicode.club/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:57:41 +0000] "GET /images/favicon/favicon-32x32.png HTTP/1.1" 200 2348 "https://www.kikicode.club/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:57:41 +0000] "GET /videos/home_bg.mov HTTP/1.1" 206 15896824 "https://www.kikicode.club/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
::1 - - [13/Mar/2020:04:57:48 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.29 (Ubuntu) OpenSSL/1.1.1 (internal dummy connection)"
::1 - - [13/Mar/2020:04:57:49 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.29 (Ubuntu) OpenSSL/1.1.1 (internal dummy connection)"
::1 - - [13/Mar/2020:04:57:50 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.29 (Ubuntu) OpenSSL/1.1.1 (internal dummy connection)"
::1 - - [13/Mar/2020:04:57:51 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.29 (Ubuntu) OpenSSL/1.1.1 (internal dummy connection)"
144.172.152.78 - - [13/Mar/2020:04:57:53 +0000] "GET /?logout=true HTTP/1.1" 302 1324 "https://www.kikicode.club/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:57:53 +0000] "GET /index.php HTTP/1.1" 200 4362 "https://www.kikicode.club/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:57:53 +0000] "GET /scripts/index.js HTTP/1.1" 404 11929 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:57:53 +0000] "GET /css/fonts.css HTTP/1.1" 200 706 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:57:53 +0000] "GET /css/jquery-ui.css HTTP/1.1" 200 6570 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:57:53 +0000] "GET /css/main.css HTTP/1.1" 200 3916 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:57:53 +0000] "GET /css/carousel.css HTTP/1.1" 200 1294 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:57:53 +0000] "GET /css/dropzone.css HTTP/1.1" 200 2311 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:57:53 +0000] "GET /css/index.css HTTP/1.1" 200 1661 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:57:53 +0000] "GET /css/animate.css HTTP/1.1" 200 5163 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:57:53 +0000] "GET /css/bootstrap/bootstrap.min.css HTTP/1.1" 200 23831 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:57:53 +0000] "GET /scripts/index.js HTTP/1.1" 404 11929 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:57:54 +0000] "GET /images/logo/fb.png HTTP/1.1" 304 351 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:57:54 +0000] "GET /images/logo/caf%C3%A9.png HTTP/1.1" 304 351 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:57:54 +0000] "GET /images/logo/kikicode.png HTTP/1.1" 304 352 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:57:54 +0000] "GET /images/hamburger.png HTTP/1.1" 304 202 "https://www.kikicode.club/css/main.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:57:54 +0000] "GET /fonts/Flat-it%20-%20Calling%20Code%20Regular.otf HTTP/1.1" 304 202 "https://www.kikicode.club/css/fonts.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:57:54 +0000] "GET /favicon.ico HTTP/1.1" 304 202 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
34.228.183.119 - - [13/Mar/2020:04:57:59 +0000] "POST /ajax/login-ajax.php HTTP/1.1" 200 3675 "-" "node-fetch/1.0 (+https://github.com/bitinn/node-fetch)"
::1 - - [13/Mar/2020:04:57:59 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.29 (Ubuntu) OpenSSL/1.1.1 (internal dummy connection)"
::1 - - [13/Mar/2020:04:58:00 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.29 (Ubuntu) OpenSSL/1.1.1 (internal dummy connection)"
34.228.183.119 - - [13/Mar/2020:04:58:01 +0000] "POST /ajax/login-ajax.php HTTP/1.1" 200 576 "-" "node-fetch/1.0 (+https://github.com/bitinn/node-fetch)"
144.172.152.78 - - [13/Mar/2020:04:58:01 +0000] "GET /index.php?user_t=f88e12601a624fdd35914595f18bef82 HTTP/1.1" 302 12689 "https://www.kikicode.ca/login-kikiclub-do-not-delete" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:01 +0000] "GET /users.php HTTP/1.1" 200 4569 "https://www.kikicode.ca/login-kikiclub-do-not-delete" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:02 +0000] "GET /css/users.css HTTP/1.1" 200 1653 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:02 +0000] "GET /css/fonts.css HTTP/1.1" 200 557 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:02 +0000] "GET /css/jquery-ui.css HTTP/1.1" 200 6570 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:02 +0000] "GET /css/dropzone.css HTTP/1.1" 200 2162 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:02 +0000] "GET /css/main.css HTTP/1.1" 200 3916 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:02 +0000] "GET /css/carousel.css HTTP/1.1" 200 1294 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:02 +0000] "GET /css/animate.css HTTP/1.1" 200 5312 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:02 +0000] "GET /scripts/users.js HTTP/1.1" 200 1685 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:02 +0000] "GET /css/bootstrap/bootstrap.min.css HTTP/1.1" 200 23831 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:02 +0000] "GET /images/hamburger.png HTTP/1.1" 304 202 "https://www.kikicode.club/css/main.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:02 +0000] "GET /images/logo/caf%C3%A9.png HTTP/1.1" 304 351 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:02 +0000] "GET /images/logo/fb.png HTTP/1.1" 304 351 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:02 +0000] "POST /ajax/family-ajax.php HTTP/1.1" 200 1703 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:02 +0000] "GET /images/logo/kikicode.png HTTP/1.1" 304 352 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:02 +0000] "GET /images/plus.png HTTP/1.1" 200 27051 "https://www.kikicode.club/css/main.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:02 +0000] "GET /images/tool.png HTTP/1.1" 200 6085 "https://www.kikicode.club/css/users.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:02 +0000] "GET /fonts/Flat-it%20-%20Calling%20Code%20Regular.otf HTTP/1.1" 304 202 "https://www.kikicode.club/css/fonts.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:02 +0000] "GET /images/avatar/nmarchand_avatar1.png HTTP/1.1" 200 183714 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:02 +0000] "GET /images/avatar/nmarchand_avatar3.png HTTP/1.1" 200 201527 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:02 +0000] "GET /images/avatar/nmarchand_avatar5.png HTTP/1.1" 200 173039 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:03 +0000] "GET /favicon.ico HTTP/1.1" 304 202 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:08 +0000] "GET /users.php?logout=true HTTP/1.1" 302 1175 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:08 +0000] "GET /index.php HTTP/1.1" 200 4362 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:08 +0000] "GET /css/fonts.css HTTP/1.1" 200 557 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:08 +0000] "GET /css/jquery-ui.css HTTP/1.1" 200 6570 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:08 +0000] "GET /css/dropzone.css HTTP/1.1" 200 2162 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:08 +0000] "GET /css/main.css HTTP/1.1" 200 3767 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:08 +0000] "GET /css/carousel.css HTTP/1.1" 200 1145 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:08 +0000] "GET /css/index.css HTTP/1.1" 200 1512 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:08 +0000] "GET /css/animate.css HTTP/1.1" 200 5312 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:08 +0000] "GET /scripts/index.js HTTP/1.1" 404 11929 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:08 +0000] "GET /css/bootstrap/bootstrap.min.css HTTP/1.1" 200 23682 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:09 +0000] "GET /scripts/index.js HTTP/1.1" 404 11929 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:09 +0000] "GET /images/logo/caf%C3%A9.png HTTP/1.1" 304 351 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:09 +0000] "GET /images/logo/fb.png HTTP/1.1" 304 202 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:09 +0000] "GET /images/logo/kikicode.png HTTP/1.1" 304 352 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:09 +0000] "GET /images/hamburger.png HTTP/1.1" 304 202 "https://www.kikicode.club/css/main.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:09 +0000] "GET /fonts/Flat-it%20-%20Calling%20Code%20Regular.otf HTTP/1.1" 304 202 "https://www.kikicode.club/css/fonts.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:09 +0000] "GET /favicon.ico HTTP/1.1" 304 202 "https://www.kikicode.club/index.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
::1 - - [13/Mar/2020:04:58:15 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.29 (Ubuntu) OpenSSL/1.1.1 (internal dummy connection)"
::1 - - [13/Mar/2020:04:58:20 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.29 (Ubuntu) OpenSSL/1.1.1 (internal dummy connection)"
::1 - - [13/Mar/2020:04:58:21 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.29 (Ubuntu) OpenSSL/1.1.1 (internal dummy connection)"
::1 - - [13/Mar/2020:04:58:22 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.29 (Ubuntu) OpenSSL/1.1.1 (internal dummy connection)"
34.228.183.119 - - [13/Mar/2020:04:58:23 +0000] "POST /ajax/login-ajax.php HTTP/1.1" 200 576 "-" "node-fetch/1.0 (+https://github.com/bitinn/node-fetch)"
144.172.152.78 - - [13/Mar/2020:04:58:23 +0000] "GET /index.php?user_t=73ff89ce465211a61cf60d49420bf242 HTTP/1.1" 302 12688 "https://www.kikicode.ca/login-kikiclub-do-not-delete" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:23 +0000] "GET /users.php HTTP/1.1" 200 4721 "https://www.kikicode.ca/login-kikiclub-do-not-delete" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:23 +0000] "GET /css/fonts.css HTTP/1.1" 200 557 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:23 +0000] "GET /css/jquery-ui.css HTTP/1.1" 200 6570 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:23 +0000] "GET /css/users.css HTTP/1.1" 200 1504 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:23 +0000] "GET /css/dropzone.css HTTP/1.1" 200 2311 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:23 +0000] "GET /css/main.css HTTP/1.1" 200 3916 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:23 +0000] "GET /css/carousel.css HTTP/1.1" 200 1294 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:23 +0000] "GET /css/animate.css HTTP/1.1" 200 5163 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:23 +0000] "GET /css/bootstrap/bootstrap.min.css HTTP/1.1" 200 23831 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:23 +0000] "GET /images/hamburger.png HTTP/1.1" 304 202 "https://www.kikicode.club/css/main.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:23 +0000] "GET /images/logo/fb.png HTTP/1.1" 304 351 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
144.172.152.78 - - [13/Mar/2020:04:58:23 +0000] "GET /images/logo/caf%C3%A9.png HTTP/1.1" 304 351 "https://www.kikicode.club/users.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"
